,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
885166,513956,513956,Zell Miller,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884477,513267,513267,Whittaker Chambers,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883473,512263,512263,Belle Haven Consultants,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885214,514004,514004,J. Frank Norris,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884352,513142,513142,Ward Bond,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884904,513694,513694,Kay Ivey,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882873,511663,511663,Patriot movement,1.0,Category:Paleoconservatism,Category:Conservatism_in_the_United_States,politics
883062,511852,511852,J. Parnell Thomas,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884707,513497,513497,John Sidney Garrett,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886935,515725,515725,Slander: Liberal Lies About the American Right,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
884633,513423,513423,John Edmonds (Kansas politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885083,513873,513873,Dan Lungren,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883456,512246,512246,"American Society for the Defense of Tradition, Family and Property",1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884449,513239,513239,Ben Nighthorse Campbell,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884340,513130,513130,Tony Blankley,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885132,513922,513922,Larry McDonald,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884653,513443,513443,John Faber (Kansas politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884536,513326,513326,Ander Crenshaw,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884298,513088,513088,Bob Barr,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884821,513611,513611,Fred Heineman,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884444,513234,513234,Taylor Caldwell,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882879,511669,511669,James Traficant,1.0,Category:Paleoconservatism,Category:Conservatism_in_the_United_States,politics
884528,513318,513318,Chapman B. Cox,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884886,513676,513676,Becky Hutchins,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882853,511643,511643,The Dorchester Review,1.0,Category:Paleoconservatism,Category:Conservatism_in_the_United_States,politics
885080,513870,513870,Peg Luksik,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883044,511834,511834,Robert P. Shuler,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
883535,512325,512325,Ethics and Public Policy Center,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
886930,515720,515720,Reasons to Vote for Democrats,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
882899,511689,511689,George H. Bender,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
882397,511187,511187,Arkansas Project,1.0,Category:New Right (United States),Category:Conservatism_in_the_United_States,politics
884317,513107,513107,Ezra Taft Benson,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885640,514430,514430,Whitney Westerfield,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884859,513649,513649,Perry O. Hooper Sr.,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882878,511668,511668,Tea Party movement,1.0,Category:Paleoconservatism,Category:Conservatism_in_the_United_States,politics
885483,514273,514273,Steven Wayne Smith,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885482,514272,514272,Steve Smith (Arizona politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885657,514447,514447,Clayton Williams,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882432,511222,511222,Denison Kitchel,1.0,Category:New Right (United States),Category:Conservatism_in_the_United_States,politics
884981,513771,513771,Political activities of the Koch brothers,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883567,512357,512357,Home School Legal Defense Association,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885077,513867,513867,Sumter de Leon Lowry Jr.,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885563,514353,514353,James M. Thomson (Virginia),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884771,513561,513561,Eva Guzman,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884746,513536,513536,Julia Gorin,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882258,511048,511048,The Way Forward: Renewing the American Idea,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
883009,511799,511799,Isabel Paterson,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884891,513681,513681,Mark Hutton (politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884409,513199,513199,Ed Bryant,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884916,513706,513706,William F. Jasper,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885967,514757,514757,List of allegations of misuse of the Internal Revenue Service,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
884846,513636,513636,Doug Hoffman,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883430,512220,512220,Turning Point USA,2.0,Category:Conservative political advocacy groups in the United States,Category:Conservatism_in_the_United_States,politics
883905,512695,512695,Daniel Z. Epstein,2.0,Category:Federalist Society members,Category:Conservatism_in_the_United_States,politics
882367,511157,511157,What would Reagan do?,2.0,Category:The Heritage Foundation,Category:Conservatism_in_the_United_States,politics
881087,509877,509877,Army of God (United States),2.0,Category:Anti-abortion violence in the United States,Category:Conservatism_in_the_United_States,politics
880843,509633,509633,Angela Lanfranchi,2.0,Category:American anti-abortion activists,Category:Conservatism_in_the_United_States,politics
880836,509626,509626,Cliff Kincaid,2.0,Category:American anti-abortion activists,Category:Conservatism_in_the_United_States,politics
882808,511598,511598,Chronicles (magazine),2.0,Category:Paleoconservative publications,Category:Conservatism_in_the_United_States,politics
881263,510053,510053,Radio America (United States),2.0,Category:Conservative talk radio,Category:Conservatism_in_the_United_States,politics
880768,509558,509558,John Burt (anti-abortion activist),2.0,Category:American anti-abortion activists,Category:Conservatism_in_the_United_States,politics
881018,509808,509808,Family Research Council,2.0,Category:Anti-abortion organizations in the United States,Category:Conservatism_in_the_United_States,politics
881521,510311,510311,WWRC,2.0,Category:Salem Media Group properties,Category:Conservatism_in_the_United_States,politics
885831,514621,514621,Amy Kremer,2.0,Category:Tea Party movement activists,Category:Conservatism_in_the_United_States,politics
881445,510235,510235,KTRB,2.0,Category:Salem Media Group properties,Category:Conservatism_in_the_United_States,politics
882269,511059,511059,The Heritage Foundation's Asian Studies Center,2.0,Category:The Heritage Foundation,Category:Conservatism_in_the_United_States,politics
884141,512931,512931,Stanley Kurtz,2.0,Category:National Review people,Category:Conservatism_in_the_United_States,politics
885783,514573,514573,Todd Courser,2.0,Category:Tea Party movement activists,Category:Conservatism_in_the_United_States,politics
880900,509690,509690,Ralph Reed,2.0,Category:American anti-abortion activists,Category:Conservatism_in_the_United_States,politics
